allsilph_order	original_order	Location	plot_id	source_prairie	species	rep	row	column	directionheading	bolting	mortality	growthstage	vigor	leaf_rust	rust_responce	stem_rust	leaf_blotch	viral_symptoms	height_JUL_2020	no_bolting_JUL_2020	mortality_JUL_2020	grwth_stg_JUL_2020	vigor_2020	random_num_2020	stem_dia_mm_JUL_2020	max_lig_JUL_2020	disc_dia_JUL_2020	num_stems_JUL_2020	pssev_JUL_2020	PSLERES_JUL_2020	STEMPS_JUL_2020	CLV_JUL_2020	notes_JUL_2020	maxlig_AUG_2020	disc_dia_AUG_2020	lf_lgth_AUG_2020	lf_width_AUG_2020	lf_thcknss_AUG_2020	num_flwrs_single_stlk_AUG_2020	stem_herb_2020	Floral_herb_AUG_2020	GALLWASP_AUG_2020	leaf_herb_AUG_2020	herb_other_AUG_2020	pssev_AUG_2020	PSLERES_AUG_2020	STEMPS_AUG_2020	lf_blotch_AUG_2020	dis_other_AUG_2020	Notes_AUG_2020	Notes_AUG_2020	bolting_SEPT_2019	mortality_SEPT_2019	growth_stage_SEPT_2019	vigor_SEPT_2019	PSLESEV_SEPT_2019	PSLERES_SEPT_2019	PSSTSEV_SEPT_2019	BLLEBLSEV_SEPT_2019	PHSTSEV_SEPT_2019	CLVESEV_SEPT_2019	DM_SEPT_2019	notes_SEPT_2019	insertrows	AVG_Lig_2020	AVG_Disk_Dia_2020	Year	vigor_JUL_2020	original_region1	original_region
118	NA	central	E4_SIL	E4	SIL	5	4	19	S	0	0	1.4	4	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.4	4	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
119	NA	central	W4_SIL	W4	SIL	5	9	19	S	7	2	4.5	3	0	0	0	48.33333333	3	95	7	2	4.5	3	NA	1.583333333	30	NA	2	0	0	0	3	NA	26	6.25	9.5	4	0.821333333	1.333333333	NA	30	0	17.5	NA	0	0	0	48.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	6.25	2020	3	W	West
119	NA	central	W4_SIL	W4	SIL	5	9	19	S	0	0	1.3	3	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.3	3	0	0	0	0.1	0	0	0	NA	NA	NA	NA	2019	NA	W	West
120	NA	central	W1_SIL	W1	SIL	5	3	20	N	7	1	5.5	3	0	0	0	96.66666667	1	105	7	1	5.5	3	NA	1.783333333	32	7.8	3.333333333	0	0	0	1	NA	24	5.3	NA	NA	0.638	4.666666667	NA	26.66666667	3.333333333	NA	NA	0	0	0	96.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	6.55	2020	3	W	West
120	NA	central	W1_SIL	W1	SIL	5	3	20	N	0	2	1.3	3	0	0	0	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	1.3	3	0	0	0	0.01	0	0	0	avg_response_of_plants_w/_rust	NA	NA	NA	2019	NA	W	West
121	NA	east	C2_SIL	C2	SIL	1	1	3	L	9	0	4.1	8	0.233333333	2	1.666666667	0.2	0.333333333	180	9	0	4.1	8	NA	2.683333333	14	7.5	4.666666667	0.1	2	1	0.333333333	NA	25	6.816666667	10.33333333	6.666666667	0.949333333	46	NA	0	0	11.66666667	NA	0.233333333	2	1.666666667	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.5	7.158333334	2020	8	C	Central
121	NA	east	C2_SIL	C2	SIL	1	1	3	L	0	0	1.9	9	10	"0,4,0,0,4,4,3,0,4"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.9	9	10	"0,4,0,0,4,4,3,0,4"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
122	NA	east	E2_SIL	E2	SIL	1	1	8	L	9	0	4.5	5	0.5	2	0.366666667	0	3	140	9	0	4.5	5	NA	2.716666667	15.5	6.175	6.666666667	0.233333333	2.333333333	0.533333333	3	NA	19	7.05	9.666666667	5.166666667	0.706666667	36	NA	0	0	6.666666667	NA	0.5	2	0.366666667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.25	6.6125	2020	5	E	East
122	NA	east	E2_SIL	E2	SIL	1	1	8	L	1	0	1.9	8	15	"2,2,3,3,4,4,3,3,3"	60	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1.9	8	15	"2,2,3,3,4,4,3,3,3"	60	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
123	NA	east	C3_SIL	C3	SIL	1	2	6	R	9	0	4.5	7	0.233333333	2	0.866666667	0.066666667	1.666666667	165	9	0	4.5	7	NA	2.583333333	NA	NA	6	0.366666667	2	0.533333333	1.666666667	NA	18.66666667	6.85	9.666666667	6	0.915	36	NA	3.333333333	0	23.33333333	NA	0.233333333	2	0.866666667	0.066666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.66666667	6.85	2020	7	C	Central
123	NA	east	C3_SIL	C3	SIL	1	2	6	R	0	0	1.8	8	2	"2,2,3,2,2,2,3,0,2"	0	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.8	8	2	"2,2,3,2,2,2,3,0,2"	0	0.01	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
124	NA	east	E3_SIL	E3	SIL	1	2	5	R	9	0	4.9	6	0.233333333	2	0.366666667	0.066666667	2.666666667	145	9	0	4.9	6	NA	2.25	13	5.6	10	0.203333333	2	0.066666667	2.666666667	NA	15.5	6.2	11	4.833333333	0.764333333	28.33333333	NA	0	0	6.666666667	NA	0.233333333	2	0.366666667	0.066666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.25	5.9	2020	6	E	East
124	NA	east	E3_SIL	E3	SIL	1	2	5	R	1	1	1.9	8	1	"2,2,2,4,NA,0.5,2,2,2"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1.9	8	1	"2,2,2,4,NA,0.5,2,2,2"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
125	NA	east	W3_SIL	W3	SIL	1	2	4	R	9	0	5.7	6	0.003333333	0.666666667	0	15.5	3.333333333	155	9	0	5.7	6	NA	2.383333333	27	7.05	5.666666667	0	0.033333333	0	3.333333333	NA	22	7.35	9.333333333	4.333333333	0.690666667	9.666666667	NA	6.666666667	0	16.66666667	NA	0.003333333	0.666666667	0	15.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.5	7.2	2020	6	W	West
125	NA	east	W3_SIL	W3	SIL	1	2	4	R	0	0	1.8	8	0.5	"1,2,0,2,2,2,2,2,2"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.8	8	0.5	"1,2,0,2,2,2,2,2,2"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	W	West
126	NA	east	E4_SIL	E4	SIL	1	3	6	L	9	0	4.5	6	0.233333333	2	0.233333333	0.2	1.666666667	135	9	0	4.5	6	NA	2.216666667	15	4.85	8.333333333	0.233333333	1.366666667	0.233333333	1.666666667	NA	15	7.55	9.333333333	4.5	0.819	25.66666667	NA	0	0	11.66666667	NA	0.233333333	2	0.233333333	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	6.2	2020	6	E	East
126	NA	east	E4_SIL	E4	SIL	1	3	6	L	0	0	1.7	7	25	"2,2,3,4,4,3,4,4,3"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.7	7	25	"2,2,3,4,4,3,4,4,3"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
127	NA	east	W1_SIL	W1	SIL	1	4	7	R	9	0	6	7	0.066666667	1.333333333	0.733333333	1.166666667	1.666666667	155	9	0	6	7	NA	2.666666667	26.33333333	9.333333333	10.66666667	0.04	2	0.4	1.666666667	NA	NA	NA	10.16666667	5	0.655333333	11.33333333	NA	13.33333333	3.333333333	30	NA	0.066666667	1.333333333	0.733333333	1.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.33333333	9.333333333	2020	7	W	West
127	NA	east	W1_SIL	W1	SIL	1	4	7	R	0	0	1.8	8	0.5	"2,1,0.5,2,0.5,2,0.5,0.5,1"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.8	8	0.5	"2,1,0.5,2,0.5,2,0.5,0.5,1"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	W	West
128	NA	east	C1_SIL	C1	SIL	1	4	5	R	9	0	5.7	6	0.533333333	1.5	5.333333333	5.666666667	2.666666667	155	9	0	5.7	6	NA	2.266666667	26	6.8	8.333333333	0.4	2	1.5	2.666666667	NA	24	6.95	11	5.166666667	0.718	15	NA	8.333333333	1.666666667	20	NA	0.533333333	1.5	5.333333333	5.666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	6.875	2020	6	C	Central
128	NA	east	C1_SIL	C1	SIL	1	4	5	R	0	0	1.7	7	1	"2,1,2,2,2,2,2,2,2"	0	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.7	7	1	"2,1,2,2,2,2,2,2,2"	0	0.01	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
129	NA	east	W4_SIL	W4	SIL	1	4	4	R	9	0	5.5	6	0.036666667	0.666666667	0.066666667	0.833333333	1.666666667	140	9	0	5.5	6	NA	2.383333333	39	11.45	6.333333333	0.006666667	1	0.2	1.666666667	NA	28.5	9.1	11.5	4.666666667	0.687	5	NA	3.333333333	0	33.33333333	NA	0.036666667	0.666666667	0.066666667	0.833333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.75	10.275	2020	6	W	West
129	NA	east	W4_SIL	W4	SIL	1	4	4	R	0	0	1.5	6	0.1	"0,2,2,2,2,0,1,2,2"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.5	6	0.1	"0,2,2,2,2,0,1,2,2"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	W	West
130	NA	east	E1_SIL	E1	SIL	1	6	4	R	9	0	3.5	5	2.333333333	2	3	0.833333333	2.333333333	135	9	0	3.5	5	NA	2.216666667	NA	NA	12	1	2.333333333	1.033333333	2.333333333	NA	15.66666667	5.483333333	7.833333333	4.166666667	0.766666667	23.66666667	NA	0	0	10	NA	2.333333333	2	3	0.833333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.66666667	5.483333333	2020	5	E	East
130	NA	east	E1_SIL	E1	SIL	1	6	4	R	2	0	1.9	8	15	"3,2,4,4,4,4,3,4,3"	25	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1.9	8	15	"3,2,4,4,4,4,3,4,3"	25	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
131	NA	east	C4_SIL	C4	SIL	1	6	3	R	9	0	4.5	5	4	2	7.333333333	0.533333333	1.333333333	145	9	0	4.5	5	NA	2.8	NA	NA	8.333333333	1.166666667	3	5.666666667	1.333333333	NA	24.66666667	6.866666667	8.666666667	5.333333333	0.865	34.66666667	NA	0	8.333333333	8.333333333	NA	4	2	7.333333333	0.533333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.66666667	6.866666667	2020	5	C	Central
131	NA	east	C4_SIL	C4	SIL	1	6	3	R	0	0	1.7	8	25	"3,4,4,4,3,4,3,0,4"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.7	8	25	"3,4,4,4,3,4,3,0,4"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
132	NA	east	W2_SIL	W2	SIL	1	6	1	R	9	0	5.5	6	0.1	1.666666667	0.233333333	4	2	150	9	0	5.5	6	NA	2.783333333	31.66666667	7.7	8.666666667	0.34	1.166666667	0.233333333	2	NA	NA	NA	10.33333333	5	0.674	13.66666667	NA	5	1.666666667	8.333333333	NA	0.1	1.666666667	0.233333333	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.66666667	7.7	2020	6	W	West
132	NA	east	W2_SIL	W2	SIL	1	6	1	R	0	0	1.6	8	0.5	"1,1,1,0,2,2,2,2,2"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.6	8	0.5	"1,1,1,0,2,2,2,2,2"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	W	West
133	NA	east	C1_SIL	C1	SIL	2	7	8	L	9	0	5.5	5	0.07	1.5	0.203333333	0.4	3.333333333	150	9	0	5.5	5	NA	2.316666667	31.5	7.425	9	0.07	1.5	0.233333333	3.333333333	NA	18	4.75	10.16666667	4.5	0.683333333	10.33333333	NA	3.333333333	1.666666667	5	NA	0.07	1.5	0.203333333	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.75	6.0875	2020	5	C	Central
133	NA	east	C1_SIL	C1	SIL	2	7	8	L	0	0	1.6	6	0.2	"2,1,2,2,2,2,2,2,2"	0	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.6	6	0.2	"2,1,2,2,2,2,2,2,2"	0	0.01	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
134	NA	east	E4_SIL	E4	SIL	2	8	8	R	9	0	4	5	0.366666667	2	0.4	0.066666667	2	140	9	0	4	5	NA	2.216666667	NA	NA	7.333333333	0.5	2	0.366666667	2	NA	13.66666667	5.633333333	7.833333333	3.866666667	0.834333333	20.66666667	NA	1.666666667	0	6.666666667	NA	0.366666667	2	0.4	0.066666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.66666667	5.633333333	2020	5	E	East
134	NA	east	E4_SIL	E4	SIL	2	8	8	R	0	0	1.6	6	2	"2,3,2,2,4,2,3,3,2"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.6	6	2	"2,3,2,2,4,2,3,3,2"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
135	NA	east	W2_SIL	W2	SIL	2	8	3	R	9	0	6	5	0.066666667	0.833333333	0.033333333	0.533333333	2	140	9	0	6	5	NA	2.633333333	28.33333333	8.066666667	6.333333333	0.203333333	1	0.033333333	2	NA	NA	NA	11	5	0.682666667	10	NA	5	1.666666667	10	NA	0.066666667	0.833333333	0.033333333	0.533333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.33333333	8.066666667	2020	5	W	West
135	NA	east	W2_SIL	W2	SIL	2	8	3	R	0	0	1.5	7	0.05	"2,2,2,0,2,2,2,2,1"	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.5	7	0.05	"2,2,2,0,2,2,2,2,1"	0	2	0	0	0	NA	NA	NA	NA	2019	NA	W	West
136	NA	east	E3_SIL	E3	SIL	2	9	3	L	9	0	4	5	2	1.366666667	4.033333333	0.233333333	1.666666667	140	9	0	4	5	NA	2.233333333	16	NA	9.333333333	0.533333333	2	0.4	1.666666667	NA	16	6.116666667	9	4	0.755	29.66666667	NA	0	0	6.666666667	NA	2	1.366666667	4.033333333	0.233333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	6.116666667	2020	5	E	East
136	NA	east	E3_SIL	E3	SIL	2	9	3	L	2	0	1.7	7	15	"2,3,2,2,2,4,3,3,4"	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1.7	7	15	"2,3,2,2,2,4,3,3,4"	5	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
137	NA	east	W4_SIL	W4	SIL	2	9	4	L	9	0	5.5	7	0.033333333	0.333333333	0.333333333	2.166666667	2.333333333	165	9	0	5.5	7	NA	2.556666667	35.5	7.85	6.666666667	0.07	1.666666667	0.4	2.333333333	NA	23	6.975	10.5	4.666666667	0.723666667	9.333333333	NA	3.333333333	0	16.66666667	NA	0.033333333	0.333333333	0.333333333	2.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.25	7.4125	2020	7	W	West
137	NA	east	W4_SIL	W4	SIL	2	9	4	L	0	0	1.7	8	0.02	"2,2,2,2,2,2,2,2,2"	0	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.7	8	0.02	"2,2,2,2,2,2,2,2,2"	0	0.02	0	0	0	NA	NA	NA	NA	2019	NA	W	West
138	NA	east	C2_SIL	C2	SIL	2	9	8	L	9	0	3.9	6	0.233333333	2	0.1	0.033333333	0.666666667	155	9	0	3.9	6	NA	2.8	NA	NA	6.333333333	0.233333333	0.366666667	0.1	0.666666667	NA	23	6.366666667	9.833333333	5.333333333	0.832	32	NA	0	5	13.33333333	NA	0.233333333	2	0.1	0.033333333	hypersensitive2?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	6.366666667	2020	6	C	Central
138	NA	east	C2_SIL	C2	SIL	2	9	8	L	0	0	1.5	6	0.2	"2,2,2,2,2,2,2,2,2"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.5	6	0.2	"2,2,2,2,2,2,2,2,2"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
139	NA	east	E1_SIL	E1	SIL	2	10	7	R	8	1	4.9	6	6	2.666666667	7.333333333	0.233333333	2.333333333	135	8	1	4.9	6	NA	2.15	17	6.4	10	4	2.333333333	5.5	2.333333333	NA	18	6.2	9.666666667	4.5	0.716333333	29	NA	0	0	28.33333333	NA	6	2.666666667	7.333333333	0.233333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5	6.3	2020	6	E	East
139	NA	east	E1_SIL	E1	SIL	2	10	7	R	2	0	1.5	6	20	"4,3,4,3,3,4,3,3,2"	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1.5	6	20	"4,3,4,3,3,4,3,3,2"	20	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
140	NA	east	W3_SIL	W3	SIL	2	10	3	R	8	1	6.3	6	0.07	2	0.233333333	2.333333333	2.333333333	150	8	1	6.3	6	NA	2.133333333	23.66666667	6.733333333	7	0.006666667	0.833333333	0.4	2.333333333	NA	NA	NA	10	5.166666667	0.754333333	10.33333333	NA	5	0	6.666666667	NA	0.07	2	0.233333333	2.333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.66666667	6.733333333	2020	6	W	West
140	NA	east	W3_SIL	W3	SIL	2	10	3	R	0	1	1.7	7	0.02	"2,2,NA,2,0,2,2,2,2"	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1.7	7	0.02	"2,2,NA,2,0,2,2,2,2"	0	0.1	0	0	0	NA	NA	NA	NA	2019	NA	W	West
141	NA	east	W1_SIL	W1	SIL	2	10	1	R	9	0	5.7	5	0.333333333	1.366666667	4	1	1.666666667	140	9	0	5.7	5	NA	2.266666667	25	8.525	6.666666667	0.2	1.333333333	2.666666667	1.666666667	NA	NA	7.75	9.833333333	4.666666667	0.616	8	NA	3.333333333	5	36.66666667	NA	0.333333333	1.366666667	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	8.1375	2020	5	W	West
141	NA	east	W1_SIL	W1	SIL	2	10	1	R	0	0	1.5	6	0.1	"0,2,2,2,2,2,2,2,2"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.5	6	0.1	"0,2,2,2,2,2,2,2,2"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	W	West
142	NA	east	C4_SIL	C4	SIL	2	11	3	L	9	0	4.7	7	0.533333333	2	1	0.533333333	1.666666667	160	9	0	4.7	7	NA	2.483333333	NA	NA	8	0.5	2	4.333333333	1.666666667	NA	20.66666667	6.283333333	8	4.5	0.835666667	24	NA	0	0	5	NA	0.533333333	2	1	0.533333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.66666667	6.283333333	2020	7	C	Central
142	NA	east	C4_SIL	C4	SIL	2	11	3	L	0	0	1.5	6	15	"3,3,4,4,4,4,4,2,4"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.5	6	15	"3,3,4,4,4,4,4,2,4"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
143	NA	east	C3_SIL	C3	SIL	2	11	5	L	9	0	3.5	8	0.7	2	2.666666667	0.166666667	1.666666667	180	9	0	3.5	8	NA	3.066666667	NA	NA	10	1.703333333	2	1.666666667	1.666666667	NA	17.66666667	5	9.333333333	5	0.863333333	23.66666667	NA	0	0	6.666666667	NA	0.7	2	2.666666667	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.66666667	5	2020	8	C	Central
143	NA	east	C3_SIL	C3	SIL	2	11	5	L	0	0	1.8	9	0.5	"0,3,2,2,3,2,4,2,4"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.8	9	0.5	"0,3,2,2,3,2,4,2,4"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
144	NA	east	E2_SIL	E2	SIL	2	11	7	L	9	0	3.9	6	4.166666667	2.333333333	1.666666667	8.5	2	135	9	0	3.9	6	NA	2.233333333	NA	NA	10.66666667	1.033333333	2.333333333	2.5	2	NA	14.33333333	6.416666667	10	4.333333333	0.831	29.33333333	NA	0	0	11.66666667	NA	4.166666667	2.333333333	1.666666667	8.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.33333333	6.416666667	2020	6	E	East
144	NA	east	E2_SIL	E2	SIL	2	11	7	L	1	0	1.6	6	20	"4,3,4,4,4,4,4,4,4"	10	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1.6	6	20	"4,3,4,4,4,4,4,4,4"	10	0.01	0	0	0	NA	NA	NA	NA	2019	NA	E	East
145	NA	east	E4_SIL	E4	SIL	3	12	8	R	9	0	4	4	0.533333333	2.666666667	1.033333333	0.033333333	2.666666667	110	9	0	4	4	NA	1.983333333	15	NA	7.333333333	0.266666667	2.333333333	0.366666667	2.666666667	NA	15.66666667	6	7.5	3.666666667	0.864666667	16.33333333	NA	1.666666667	0	8	NA	0.533333333	2.666666667	1.033333333	0.033333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.33333334	6	2020	4	E	East
145	NA	east	E4_SIL	E4	SIL	3	12	8	R	0	0	1.4	4	10	"4,2,3,3,4,3,3,2,4"	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.4	4	10	"4,2,3,3,4,3,3,2,4"	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
