allsilph_order	original_order	Location	plot_id	source_prairie	species	rep	row	column	directionheading	height_JUL_2020	mortality_JUL_2020	no_bolting_JUL_2020	grwth_stg_JUL_2020	vigor_JUL_2020	vigor_AUG_2020	random_num_2020	stem_dia_mm_JUL_2020	max_lig_JUL_2020	disc_dia_JUL_2020	num_stems_JUL_2020	pssev_JUL_2020	PSLERES_JUL_2020	STEMPS_JUL_2020	CLV_JUL_2020	notes_JUL_2020	maxlig_AUG_2020	disc_dia_AUG_2020	lf_lgth_AUG_2020	lf_width_AUG_2020	lf_thcknss_AUG_2020	num_flwrs_single_stlk_AUG_2020	stem_herb_2020	Floral_herb_AUG_2020	GALLWASP_AUG_2020	leaf_herb_AUG_2020	herb_other_AUG_2020	pssev_AUG_2020	PSLERES_AUG_2020	STEMPS_AUG_2020	lf_blotch_AUG_2020	dis_other_AUG_2020	Notes_AUG_2020	Notes_AUG	bolting_SEPT_2019	mortality_SEPT_2019	vigor_SEPT_2019	growth_stage_SEPT_2019	PSLESEV_SEPT_2019	PSLERES_SEPT_2019	PSSTSEV_SEPT_2019	BLLEBLSEV_SEPT_2019	PHSTSEV_SEPT_2019	CLVESEV_SEPT_2019	DM_SEPT_2019	notes_SEPT_2019
257	152	central	C4_SIL	C4	SIL	3	10	10	N	NA	NA	NA	NA	NA	NA	6	3.35	24	8	6	0	0	0	1	NA	NA	NA	11	7	0.954	86	NA	5	5	20	NA	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
258	153	central	C4_SIL	C4	SIL	3	10	10	N	NA	NA	NA	NA	NA	NA	7	2.9	26	NA	13	0	0	0	1	NA	NA	6.6	11	6	0.964	116	NA	10	0	10	NA	0	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
259	159	central	W3_SIL	W3	SIL	3	4	10	N	105	3	6	6	2	NA	1	3	26	6.85	1	0	0	0	0	NA	NA	NA	8.5	3	0.688	7	NA	10	0	10	NA	0	0	0	35	NA	NA	NA	0	2	2	0.9	0	0	0	0.01	0	0	0	NA
260	160	central	W3_SIL	W3	SIL	3	4	10	N	NA	NA	NA	NA	NA	NA	3	1.9	36	NA	4	0	0	0	0	NA	NA	7.05	11	5.5	0.705	13	NA	10	0	5	NA	0	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
261	161	central	W3_SIL	W3	SIL	3	4	10	N	NA	NA	NA	NA	NA	NA	5	1.55	NA	NA	5	0	0	0	2	NA	26	7.25	na	na	0.798	3	NA	0	0	na	NA	0	0	0	10	NA	blackvein	blackvein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
262	162	central	W2_SIL	W2	SIL	3	3	10	N	110	1	8	5.7	2	NA	4	2.35	30	9.15	6	0	0	0	0	NA	NA	NA	9.5	3	0.778	10	NA	10	0	20	NA	0	0	0	70	NA	NA	NA	0	0	2	0.9	0	0	0	0	0	0	0	NA
263	163	central	W2_SIL	W2	SIL	3	3	10	N	NA	NA	NA	NA	NA	NA	5	1.45	NA	NA	4	0	0	0	3	NA	18	6.4	8	3	0.751	2	NA	0	25	30	NA	0	0	0	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
264	164	central	W2_SIL	W2	SIL	3	3	10	N	NA	NA	NA	NA	NA	NA	8	3.05	46	9.6	1	0	0	0	1	NA	NA	NA	11	6.5	0.869	20	NA	10	5	50	NA	0	0	0	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
265	167	central	W4_SIL	W4	SIL	3	1	11	S	115	1	8	4.7	4	NA	5	2.55	38	9.5	5	0	0	0	0	NA	NA	NA	8.5	4	0.717	7	NA	20	0	30	NA	0	0	0	40	NA	NA	NA	0	0	3	1.3	0	0	0	0	0	0	0	NA
266	168	central	W4_SIL	W4	SIL	3	1	11	S	NA	NA	NA	NA	NA	NA	7	3.15	22	8.3	2	0	0	0	1	NA	NA	NA	11	5	0.847	13	NA	20	10	30	NA	0	0	0	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
267	169	central	W4_SIL	W4	SIL	3	1	11	S	NA	NA	NA	NA	NA	NA	9	1.8	35	8.5	4	0	0	0	0	NA	NA	NA	8	4	0.779	11	NA	30	10	40	NA	0	0	0	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
268	170	central	C3_SIL	C3	SIL	3	2	11	S	120	0	9	3.5	6	NA	2	3.1	NA	NA	2	0	0	0	2	NA	22	5.3	8.5	6	1.001	37	NA	0	0	5	NA	0	0	0	0.1	NA	NA	NA	0	0	4	1.5	0	0	0	0	0	0	0	NA
269	171	central	C3_SIL	C3	SIL	3	2	11	S	NA	NA	NA	NA	NA	NA	3	2.85	NA	NA	6	0	0	0	2	NA	26	6.6	8.5	4	0.773	67	NA	10	5	20	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
270	172	central	C3_SIL	C3	SIL	3	2	11	S	NA	NA	NA	NA	NA	NA	9	2.5	NA	NA	5	0	0	0	1	NA	20	7	6.5	4	0.754	16	NA	0	5	30	NA	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
271	179	central	C1_SIL	C1	SIL	3	9	11	S	130	1	8	5.7	6	NA	3	2.2	31	7.7	8	0	0	0	0	lodging	NA	NA	8	4	0.755	12	NA	5	5	5	NA	0	0	0	45	NA	NA	NA	0	1	5	1.4	0	0	0	0	0	0	0	NA
272	180	central	C1_SIL	C1	SIL	3	9	11	S	NA	NA	NA	NA	NA	NA	4	2.2	27	7.95	8	0	0	0	0	NA	NA	NA	9.5	4	0.728	13	NA	10	5	10	NA	0	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
273	181	central	C1_SIL	C1	SIL	3	9	11	S	NA	NA	NA	NA	NA	NA	5	2.15	29	7.4	9	0	0	0	6	NA	NA	NA	6	3	0.933	13	NA	5	0	20	NA	0	0	0	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
274	182	central	C2_SIL	C2	SIL	3	10	11	S	135	0	9	3.9	7	NA	1	3.05	NA	NA	4	0	0	0	2	NA	24	6.15	9	6	0.929	45	NA	20	10	30	NA	0	0	0	2	NA	NA	NA	0	0	6	1.5	0	0	0	0	0	0	0	NA
275	183	central	C2_SIL	C2	SIL	3	10	11	S	NA	NA	NA	NA	NA	NA	2	4.35	NA	NA	5	0	0	0	0	NA	24	6.45	10.5	6	1.005	51	NA	0	0	5	NA	0	0	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
276	184	central	C2_SIL	C2	SIL	3	10	11	S	NA	NA	NA	NA	NA	NA	8	3.35	26	6.5	7	0	0	0	0	NA	NA	NA	12.5	5.5	0.917	31	NA	20	5	5	NA	0	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
277	187	central	E3_SIL	E3	SIL	3	10	12	N	115	0	9	4.5	5	NA	3	1.7	NA	NA	1	0	0	0	2	NA	12	6.9	6.5	3	0.846	16	NA	0	0	5	NA	0	0	0	0.1	NA	NA	NA	0	0	5	1.5	0	0	0	0	0	0	0	NA
278	188	central	E3_SIL	E3	SIL	3	10	12	N	NA	NA	NA	NA	NA	NA	5	1.8	15	5.25	11	0	0	0	0	NA	NA	NA	9	4	0.743	25	NA	5	0	5	NA	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
279	189	central	E3_SIL	E3	SIL	3	10	12	N	NA	NA	NA	NA	NA	NA	7	2.2	18	NA	6	0	0	0	2	NA	NA	6.05	7.5	3.5	0.841	51	NA	5	0	5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
280	190	central	E1_SIL	E1	SIL	3	9	12	N	115	0	9	4.9	5	NA	1	2.25	15	NA	13	0	0	0	2	NA	NA	5.65	10	4	0.842	35	NA	10	0	10	NA	0	0	0	2	NA	NA	NA	0	0	5	1.6	0	0	0	0	0	0	0	NA
281	191	central	E1_SIL	E1	SIL	3	9	12	N	NA	NA	NA	NA	NA	NA	3	1.95	18	NA	8	0	0	0	2	NA	NA	6.2	9	3.5	0.806	36	NA	10	5	5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
282	192	central	E1_SIL	E1	SIL	3	9	12	N	NA	NA	NA	NA	NA	NA	9	2.45	15	5.85	6	0	0	0	1	NA	NA	NA	9	4	0.771	49	NA	20	0	5	NA	0	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
283	194	central	W1_SIL	W1	SIL	3	7	12	N	105	1	8	6	3	NA	7	2.35	33	8.35	6	0	0	0	0	NA	NA	NA	10	4	0.754	13	NA	30	5	20	NA	0	0	0	75	NA	NA	NA	0	1	2	0.9	0	0	0	0.2	0	0	0	NA
284	195	central	W1_SIL	W1	SIL	3	7	12	N	NA	NA	NA	NA	NA	NA	8	2.9	21	10	2	0	0	0	0	NA	NA	NA	12	5.5	0.875	12	NA	20	10	30	NA	0	0	0	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
285	196	central	W1_SIL	W1	SIL	3	7	12	N	NA	NA	NA	NA	NA	NA	9	2.65	27	6.95	2	0	0	0	0	NA	NA	NA	9.5	4.5	0.7	15	NA	60	0	20	NA	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
286	201	central	E2_SIL	E2	SIL	3	2	12	N	115	0	9	4.7	5	NA	2	2	NA	NA	8	0	0	0	3	NA	15	5.3	6	3	0.876	26	NA	0	0	20	NA	0	0	0	2	NA	NA	NA	0	0	6	1.5	0	0	0	0	0	0	0	NA
287	202	central	E2_SIL	E2	SIL	3	2	12	N	NA	NA	NA	NA	NA	NA	3	2.5	18	6.5	11	0	0	0	2	NA	NA	NA	9.5	3.5	0.704	43	NA	5	0	10	NA	0	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
288	203	central	E2_SIL	E2	SIL	3	2	12	N	NA	NA	NA	NA	NA	NA	6	2.45	16	4.55	9	0	0	0	4	NA	NA	NA	6.5	4	0.684	27	NA	10	5	30	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
289	205	central	C4_SIL	C4	SIL	4	1	13	S	155	0	9	4.3	7	NA	7	3.15	29	NA	8	0	0	0	2	NA	NA	6.36	8	5.5	0.978	48	NA	10	0	10	NA	0	0	0	2	NA	NA	NA	0	0	6	1.7	0	0	0	0	0	0	0	NA
290	206	central	C4_SIL	C4	SIL	4	1	13	S	NA	NA	NA	NA	NA	NA	8	2.25	20	6.75	14	0	0	0	2	NA	NA	NA	10	5	0.937	83	NA	10	0	20	NA	0	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
291	207	central	C4_SIL	C4	SIL	4	1	13	S	NA	NA	NA	NA	NA	NA	9	4.5	21	7.3	2	0	0	0	1	NA	NA	NA	8	5	0.919	64	NA	20	5	30	NA	0	0	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
292	208	central	E1_SIL	E1	SIL	4	2	13	S	140	0	9	4.5	6	NA	1	2.65	NA	NA	10	0	0	0	2	NA	14	7.3	9	4	0.724	39	NA	30	5	20	NA	0	0	0	1	NA	NA	NA	1	0	7	1.7	0	0	0	0	0	0	0	NA
293	209	central	E1_SIL	E1	SIL	4	2	13	S	NA	NA	NA	NA	NA	NA	3	3.65	20	6.15	7	0	0	0	3	NA	NA	NA	12	6	0.681	140	NA	20	0	30	NA	0	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
294	210	central	E1_SIL	E1	SIL	4	2	13	S	NA	NA	NA	NA	NA	NA	5	2.25	21	6.75	13	0	0	0	1	NA	NA	NA	10	3.5	0.677	20	NA	10	0	40	NA	0	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
295	212	central	W4_SIL	W4	SIL	4	4	13	S	100	2	7	4.7	3	NA	2	2.15	35	7.35	5	0	0	0	5	NA	NA	NA	10	3.5	0.755	8	NA	30	0	40	NA	0	0	0	35	NA	NA	NA	0	1	3	1.1	0	0	0	0.5	0	0	0	NA
296	213	central	W4_SIL	W4	SIL	4	4	13	S	NA	NA	NA	NA	NA	NA	4	2.15	NA	NA	1	0	0	0	0	NA	27	5.15	9	4	0.642	4	NA	50	20	40	NA	0	0	0	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
297	214	central	W4_SIL	W4	SIL	4	4	13	S	NA	NA	NA	NA	NA	NA	7	1.8	NA	NA	3	0	0	0	2	NA	na	6.85	na	na	0.683	3	NA	0	30	30	NA	0	0	0	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
298	215	central	W2_SIL	W2	SIL	4	5	13	S	75	5	4	4.7	2	NA	1	3.65	29	6.45	1	0	0	0	0	NA	NA	NA	10	5	0.858	22	NA	50	0	40	NA	0	0	0	60	NA	NA	NA	0	0	2	0.7	0	0	0	0.02	0	0	0	NA
299	216	central	W2_SIL	W2	SIL	4	5	13	S	NA	NA	NA	NA	NA	NA	3	2.5	NA	NA	1	0	0	0	0	NA	26	6	8.5	4.5	0.597	6	NA	0	0	50	NA	0	0	0	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
300	217	central	W2_SIL	W2	SIL	4	5	13	S	NA	NA	NA	NA	NA	NA	8	1.9	NA	NA	1	0	0	0	0	NA	28	6.5	9	4	0.685	3	NA	0	0	20	NA	0	0	0	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
301	219	central	E2_SIL	E2	SIL	4	7	13	S	140	0	9	4.5	6	NA	4	2.75	NA	NA	8	0	0	0	1	whiteflowers-e2.29	14	7.15	8	4	0.653	29	NA	10	0	20	NA	0	0	0	0	NA	NA	NA	0	0	6	1.7	0	0	0	0	0	0	0	NA
302	220	central	E2_SIL	E2	SIL	4	7	13	S	NA	NA	NA	NA	NA	NA	5	2.65	19	6.7	9	0	0	0	0	NA	NA	NA	7.5	4	0.687	31	NA	0	0	30	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
303	221	central	E2_SIL	E2	SIL	4	7	13	S	NA	NA	NA	NA	NA	NA	6	2.35	NA	NA	10	0	0	0	3	NA	21	6.1	6.5	3.5	0.898	19	NA	0	0	5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
304	234	central	C3_SIL	C3	SIL	4	3	14	N	150	0	9	4.5	7	NA	1	2.75	NA	NA	13	0	0	0	2	NA	15	5.95	8	5	0.914	41	NA	20	0	30	NA	0	0	0	0.1	NA	NA	NA	1	0	6	1.8	0	0	0	0	0	0	0	NA
305	235	central	C3_SIL	C3	SIL	4	3	14	N	NA	NA	NA	NA	NA	NA	7	2.8	NA	NA	8	0	0	0	1	NA	23	6.55	7.5	4.5	0.853	18	NA	0	0	20	NA	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
306	236	central	C3_SIL	C3	SIL	4	3	14	N	NA	NA	NA	NA	NA	NA	8	2.35	NA	NA	7	0	0	0	3	NA	19	6.05	7.5	5	0.9	34	NA	5	5	10	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
307	241	central	E4_SIL	E4	SIL	4	3	15	S	135	0	9	5.5	5	NA	2	2.75	NA	NA	9	0	0	0	2	NA	16	7.1	12.5	5.5	0.804	80	NA	10	5	10	NA	0	0	0	2	NA	NA	NA	0	0	6	1.6	0	0	0	0	0	0	0	NA
308	242	central	E4_SIL	E4	SIL	4	3	15	S	NA	NA	NA	NA	NA	NA	4	2.85	20	6.25	11	0	0	0	1	NA	NA	NA	11	5	0.766	45	NA	5	0	20	NA	0	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
309	243	central	E4_SIL	E4	SIL	4	3	15	S	NA	NA	NA	NA	NA	NA	8	2.15	16	5.55	15	0	0	0	5	NA	NA	NA	8	4.5	0.758	57	NA	20	0	20	NA	0	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
310	245	central	W1_SIL	W1	SIL	4	5	15	S	110	2	7	5.3	3	NA	2	3.15	24	8.95	2	0	0	0	1	NA	NA	NA	9.5	4	0.912	18	NA	30	0	5	NA	0	0	0	80	NA	NA	NA	0	2	2	0.9	0	0	0	0.01	0	0	0	NA
311	246	central	W1_SIL	W1	SIL	4	5	15	S	NA	NA	NA	NA	NA	NA	5	2	25	6.55	1	0	0	0	0	NA	NA	NA	7	4	0.725	4	NA	50	0	10	NA	0	0	0	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
312	247	central	W1_SIL	W1	SIL	4	5	15	S	NA	NA	NA	NA	NA	NA	7	2.3	24	9.05	2	0	0	0	0	NA	NA	NA	11	5	0.661	11	NA	10	10	5	NA	0	0	0	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
313	248	central	C2_SIL	C2	SIL	4	6	15	S	155	0	9	3.7	7	NA	2	3.35	NA	NA	10	0	0	0	1	NA	13	5.35	9.5	5	0.994	38	NA	5	0	20	NA	0	0	0	35	NA	NA	NA	0	0	7	1.5	0	0	0	0	0	0	0	NA
314	249	central	C2_SIL	C2	SIL	4	6	15	S	NA	NA	NA	NA	NA	NA	4	2.8	NA	NA	5	0	0	0	1	NA	17	6.2	7.5	4	0.741	17	NA	0	0	10	NA	0	0	0	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
315	250	central	C2_SIL	C2	SIL	4	6	15	S	NA	NA	NA	NA	NA	NA	9	3.2	NA	NA	5	0	0	0	1	NA	20	7.35	8	5	1.093	44	NA	5	5	10	NA	0	0	0	0	NA	bigveins	bigveins	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
316	258	central	C1_SIL	C1	SIL	4	9	16	N	125	0	9	6.3	6	NA	1	3	41	9.05	3	0	0	0	3	1plantlodging	NA	NA	10.5	4	0.954	16	NA	50	5	10	NA	0	0	0	70	NA	NA	NA	0	0	6	1.5	0	0	0	0	0	0	0	NA
317	259	central	C1_SIL	C1	SIL	4	9	16	N	NA	NA	NA	NA	NA	NA	2	2.55	29	8.35	5	0	0	0	1	NA	NA	NA	10	4.5	0.696	20	NA	30	10	50	NA	0	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
318	260	central	C1_SIL	C1	SIL	4	9	16	N	NA	NA	NA	NA	NA	NA	5	1.95	35	8.85	9	0	0	0	3	NA	NA	NA	7.5	4	0.773	8	NA	30	0	60	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
319	265	central	W3_SIL	W3	SIL	4	4	16	N	100	1	7	5.5	3	NA	3	2	NA	NA	3	0	0	0	2	NA	18	8	9.5	4	0.696	3	NA	40	0	5	NA	0	0	0	15	NA	NA	NA	0	1	3	0.9	0	0	0	0.1	0	0	0	NA
320	266	central	W3_SIL	W3	SIL	4	4	16	N	NA	NA	NA	NA	NA	NA	6	1.45	21	NA	4	0	0	0	1	NA	NA	5.3	7	2.5	0.859	13	NA	40	0	30	NA	0	0	0	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
321	267	central	W3_SIL	W3	SIL	4	4	16	N	NA	NA	NA	NA	NA	NA	8	1.85	20	7.35	6	0	0	0	0	NA	NA	NA	9	4	0.782	13	NA	30	0	30	NA	0	0	0	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
322	270	central	E3_SIL	E3	SIL	4	1	16	N	125	0	9	3.5	5	NA	1	1.63	18	NA	1	0	0	0	1	"position1-3,maybereplaced?smallerplants"	NA	5.5	9	4	0.582	19	NA	0	0	5	NA	0	0	0	0	NA	NA	NA	0	0	6	1.5	0	0	0	0	0	0	0	NA
323	271	central	E3_SIL	E3	SIL	4	1	16	N	NA	NA	NA	NA	NA	NA	4	2.35	NA	7.45	8	0	0	0	2	NA	14	NA	8	4	0.726	35	NA	10	0	10	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
324	272	central	E3_SIL	E3	SIL	4	1	16	N	NA	NA	NA	NA	NA	NA	9	2.25	NA	NA	7	0	0	0	1	NA	14	5	7.5	3	0.817	26	NA	5	0	5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
325	275	central	E3_SIL	E3	SIL	5	3	17	S	120	1	8	4.7	5	NA	3	2.35	NA	NA	7	0	0	0	1	NA	15	6.65	7	3.5	0.85	35	NA	0	0	10	NA	0	0	0	0	NA	NA	NA	0	1	5	1.5	0	0	0	0	0	0	0	NA
326	276	central	E3_SIL	E3	SIL	5	3	17	S	NA	NA	NA	NA	NA	NA	5	2.85	15	7.35	8	0	0	0	4	NA	NA	NA	9.5	5	0.983	72	NA	10	0	10	NA	0	0	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
327	277	central	E3_SIL	E3	SIL	5	3	17	S	NA	NA	NA	NA	NA	NA	7	2.2	NA	NA	1	0	0	0	1	NA	18	7.7	7	4	0.822	33	NA	10	0	5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
328	279	central	E1_SIL	E1	SIL	5	5	17	S	115	0	9	4.1	5	NA	2	2.15	NA	NA	12	0	0	0	4	NA	14	6.35	7	3	0.854	35	NA	10	0	10	NA	0	0	0	0.1	NA	NA	NA	0	1	6	1.5	0	0	0	0	0	0	0	NA
329	280	central	E1_SIL	E1	SIL	5	5	17	S	NA	NA	NA	NA	NA	NA	3	1.9	NA	NA	7	0	0	0	2	NA	13	7.5	7	3.5	0.717	29	NA	10	0	10	NA	0	0	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
330	281	central	E1_SIL	E1	SIL	5	5	17	S	NA	NA	NA	NA	NA	NA	9	2.7	22	5.85	11	0	0	0	3	NA	NA	NA	10.5	4.5	0.595	37	NA	5	0	20	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
331	287	central	C1_SIL	C1	SIL	5	11	17	S	105	0	7	6	4	NA	6	1.5	20	NA	6	0	0	0	2	NA	NA	7.45	na	NA	NA	3	NA	60	0	na	NA	0	0	0	100	NA	NA	NA	0	0	4	1.4	0	0	0	0.5	0	0	0	NA
332	288	central	C1_SIL	C1	SIL	5	11	17	S	NA	NA	NA	NA	NA	NA	8	2.5	28	8.35	5	0	0	0	1	NA	NA	NA	9.5	3.5	0.7	9	NA	30	40	5	NA	0	0	0	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
333	289	central	C1_SIL	C1	SIL	5	11	17	S	NA	NA	NA	NA	NA	NA	9	1.4	32	9.05	5	0	0	0	0	NA	NA	NA	na	NA	NA	5	NA	20	20	na	NA	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
334	290	central	C2_SIL	C2	SIL	5	11	18	N	120	0	9	3.5	6	NA	1	3.55	NA	NA	5	0	0	0	1	NA	21	7.4	9	6	0.975	17	NA	0	30	10	NA	0	0	0	5	NA	NA	NA	0	0	7	1.6	0	0	0	0	0	0	0	NA
335	291	central	C2_SIL	C2	SIL	5	11	18	N	NA	NA	NA	NA	NA	NA	3	2.65	NA	NA	6	0	0	0	1	NA	15	6.95	7	4	0.945	27	NA	0	20	20	NA	0	0	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
336	292	central	C2_SIL	C2	SIL	5	11	18	N	NA	NA	NA	NA	NA	NA	4	2.5	NA	NA	7	0	0	0	1	NA	16	7.6	9	4.5	0.823	24	NA	0	20	5	NA	0	0	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
337	294	central	W2_SIL	W2	SIL	5	9	18	N	90	2	7	5.9	3	NA	5	2.5	34	6	3	0	0	0	0	NA	NA	NA	9.5	5	0.868	8	NA	40	10	5	NA	0	0	0	75	NA	NA	NA	0	1	3	1.3	0	0	0	0.01	0	0	0	2_maybe_not_planted
338	295	central	W2_SIL	W2	SIL	5	9	18	N	NA	NA	NA	NA	NA	NA	6	1.3	NA	NA	1	0	0	0	6	NA	na	4.25	5	2	0.874	3	NA	60	0	0	NA	0	0	0	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
339	296	central	W2_SIL	W2	SIL	5	9	18	N	NA	NA	NA	NA	NA	NA	9	1.65	40	6.85	4	0	0	0	1	NA	NA	NA	10	4	0.886	4	NA	40	50	5	NA	0	0	0	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
340	300	central	E2_SIL	E2	SIL	5	5	18	N	95	2	7	4.5	4	NA	1	2.85	NA	NA	3	0	0	0	1	NA	12	6.4	7	4	0.706	21	NA	0	0	30	NA	0	0	0	0	NA	NA	NA	0	NA	5	1.4	0	0	0	0	0	0	0	NA
341	301	central	E2_SIL	E2	SIL	5	5	18	N	NA	NA	NA	NA	NA	NA	2	2.05	NA	NA	6	0	0	0	2	NA	13	5.45	6	4	0.805	25	NA	5	0	10	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
342	302	central	E2_SIL	E2	SIL	5	5	18	N	NA	NA	NA	NA	NA	NA	9	2.75	17	NA	3	0	0	0	1	NA	15	7.15	8	4	0.734	45	NA	10	0	5	NA	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
343	303	central	C3_SIL	C3	SIL	5	4	18	N	125	1	7	3.5	5	NA	2	2.55	NA	NA	7	0	0	0	2	NA	23	6.4	7	4.5	0.77	24	NA	5	0	20	NA	0	0	0	5	NA	NA	NA	0	1	5	1.4	0	0	0	0	0	0	0	NA
344	304	central	C3_SIL	C3	SIL	5	4	18	N	NA	NA	NA	NA	NA	NA	4	2.75	NA	NA	6	0	0	0	2	NA	16	6	8	5.5	0.743	38	NA	5	0	5	NA	0	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
345	305	central	C3_SIL	C3	SIL	5	4	18	N	NA	NA	NA	NA	NA	NA	8	2.65	NA	NA	5	0	0	0	1	NA	23	6.65	8	5	0.937	24	NA	20	0	10	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
